uid	srcuid	trguid	srcname	srctype	trgname	trgtype	trgval	type	pmids	nls
16511	 3091	 9971	ZHX3	Protein	NPHS1	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
19372	 3091	15659	ZHX3	Protein	CDH3	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
19888	 3091	 5366	ZHX3	Protein	CD80	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
20937	 3091	 2184	ZHX3	Protein	ZHX3	mRNA	0	-1	17056598	Both results indicate a negative feedback of ZHX3 protein on its own gene expression.
22038	 3091	16639	ZHX3	Protein	ANGPT2	mRNA	0	-1	17056598	Downregulation of COL4A3, COL4A4, angiopoietin 2 and vascular endothelial growth factor (VEGF) during the recovery phase is explained by nuclear entry of newly synthesized ZHX3 protein, whereas podocalyxin and ?1 integrin downregulation are likely related to nuclear entry of small amounts of free ZHX2 during the mild ZHX3 knockdown.
23305	 3091	 7455	ZHX3	Protein	CTSB	mRNA	0	-1	17056598	Co-transfection of Cathepsin L-A and Cathepsin B with rat ZHX3-pcDNA (Figure 6. panels A, B) caused repression of SEAP acivity with both constructs
33931	 3091	 9325	ZHX3	Protein	COL4A4	mRNA	0	-1	17056598	Downregulation of COL4A3, COL4A4, angiopoietin 2 and vascular endothelial growth factor (VEGF) during the recovery phase is explained by nuclear entry of newly synthesized ZHX3 protein, whereas podocalyxin and ?1 integrin downregulation are likely related to nuclear entry of small amounts of free ZHX2 during the mild ZHX3 knockdown.
35539	 3091	 9783	ZHX3	Protein	Enpep	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
45742	 3091	19032	ZHX3	Protein	ACTN4	mRNA	1	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
46471	 3091	15146	ZHX3	Protein	DAG1	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
46579	 3091	12000	ZHX3	Protein	CD2AP	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
61676	 3091	 7558	ZHX3	Protein	CTSL1	mRNA	0	-1	17056598	Co-transfection of Cathepsin L-A and Cathepsin B with rat ZHX3-pcDNA (Figure 6. panels A, B) caused repression of SEAP acivity with both constructs
65475	 3091	 2618	ZHX3	Protein	Col4a3	mRNA	0	-1	17056598	Downregulation of COL4A3, COL4A4, angiopoietin 2 and vascular endothelial growth factor (VEGF) during the recovery phase is explained by nuclear entry of newly synthesized ZHX3 protein, whereas podocalyxin and ?1 integrin downregulation are likely related to nuclear entry of small amounts of free ZHX2 during the mild ZHX3 knockdown.
  874	 3091	12322	ZHX3	Protein	TJP1	mRNA	0	-1	17056598	During severe knockdown, downregulation of WT1, Lmx1b and neph1 are due to larger amounts of ZHX2 migrating into the nucleus, pax2 due to ZHX1 migration
11718	18375	11709	D-Glucose, anhydrous	Compound	UCP2	mRNA	0	-1	10967113	Chronic elevated glucose reduces the expression levels of the PPAR target genes, uncoupling protein 2 and acyl-CoA oxidase
11970	18375	11518	D-Glucose, anhydrous	Compound	ACOX2	mRNA	0	-1	10967113	Chronic elevated glucose reduces the expression levels of the PPAR target genes, uncoupling protein 2 and acyl-CoA oxidase
12025	18375	15349	D-Glucose, anhydrous	Compound	ELOVL1	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
16258	18375	15838	D-Glucose, anhydrous	Compound	PER1	mRNA	0	-1	12213820	glucose-induced down-regulation of Per1 and Per2 expression.
21096	18375	13403	D-Glucose, anhydrous	Compound	ACOX3	mRNA	0	-1	10967113	Chronic elevated glucose reduces the expression levels of the PPAR target genes, uncoupling protein 2 and acyl-CoA oxidase
21339	18375	13132	D-Glucose, anhydrous	Compound	PC	mRNA	1	1	 9852109	Glucose increased PC transcripts from the distal promoter when the insulinoma cells were maintained in 10 mM glucose. We conclude that the proximal promoter of the rat PC gene plays a major role in gluconeogenesis and lipogenesis, whereas the distal promoter is necessary for anaplerosis. Insulin selectively inhibits the expression of the proximal promoter of rat PC
27852	18375	 1166	D-Glucose, anhydrous	Compound	SLC2A1	mRNA	-1	1	10409302	MCGT1 cells [overexpressing GLUT1] grown in normal (8 mM) or elevated (20 mM) glucose had elevated abundance of AR [aldose reductase], PKCalpha, and the native GLUT1 transcripts compared with control cells.
28977	18375	  872	D-Glucose, anhydrous	Compound	ELOVL4	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
32053	18375	 1139	D-Glucose, anhydrous	Compound	ELOVL5	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
 3917	18375	16026	D-Glucose, anhydrous	Compound	CBL	mRNA	0	-1	12644458	Furthermore, high glucose down-regulated the expression of CAP and Cbl, and insulin-stimulated Cbl phosphorylation, components of an insulin signaling cascade previously characterized in adipocytes.
43543	18375	17125	D-Glucose, anhydrous	Compound	PER2	mRNA	0	-1	12213820	glucose-induced down-regulation of Per1 and Per2 expression.
45191	18375	12952	D-Glucose, anhydrous	Compound	ELOVL6	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
45555	18375	 8788	D-Glucose, anhydrous	Compound	GPAM	mRNA	0	1	12413942	Glucose and insulin are anabolic signals which upregulate the transcriptions of a series of lipogenic enzymes to convert excess carbohydrate into triglycerides for efficient energy storage. These enzymes include ATP-citrate lyase (ACL), acetyl-coenzyme A carboxylase (ACC), fatty acid synthase (FAS), and glycerol-3-phosphate acyltransferase (G3PA).
47225	18375	 2052	D-Glucose, anhydrous	Compound	ATF3	mRNA	0	1	15199129	ATF3 is induced in beta cells by signals relevant to beta-cell destruction: proinflammatory cytokines, nitric oxide, and high concentrations of glucose and palmitate.
48621	18375	19172	D-Glucose, anhydrous	Compound	ACLY	mRNA	0	1	12413942	Glucose and insulin are anabolic signals which upregulate the transcriptions of a series of lipogenic enzymes to convert excess carbohydrate into triglycerides for efficient energy storage. These enzymes include ATP-citrate lyase (ACL), acetyl-coenzyme A carboxylase (ACC), fatty acid synthase (FAS), and glycerol-3-phosphate acyltransferase (G3PA).
50044	18375	15807	D-Glucose, anhydrous	Compound	HLCS	mRNA	0	1	12413942	Glucose and insulin are anabolic signals which upregulate the transcriptions of a series of lipogenic enzymes to convert excess carbohydrate into triglycerides for efficient energy storage. These enzymes include ATP-citrate lyase (ACL), acetyl-coenzyme A carboxylase (ACC), fatty acid synthase (FAS), and glycerol-3-phosphate acyltransferase (G3PA).
53058	18375	16278	D-Glucose, anhydrous	Compound	ID2	mRNA	0	1	16234270	the effect of glucose requires glutamine (ii) the effect of glucose is mimicked by low levels of glucosamine, (iii) the glucose effect is inhibited by azaserine, an inhibitor of glutamine:fructose-6-phosphate amidotransferase (GFAT)
54003	18375	19665	D-Glucose, anhydrous	Compound	CHGB	mRNA	0	-1	12438089	in the absence of anx7 signaling system, the cells in the adrenal gland are unable to discriminate between the fed and the fasted states in control chromaffin cells, fasting is accompanied by an increased expression of structural genes for chromaffin cell contents, including chromogranin A and B, and DbetaH the anx7 heterozygous mutation results in sustained expression of these nutritionally sensitive genes
54307	18375	 3230	D-Glucose, anhydrous	Compound	ATP2B1	mRNA	0	-1	12682074	Glucose (11.1 and 22.2 mm) induced a parallel decrease in PMCA transcription, expression, and activity. In contrast the sugar induced a parallel increase in NCX transcription, expression, and activity.
54419	18375	14349	D-Glucose, anhydrous	Compound	ELOVL3	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
55741	18375	 2223	D-Glucose, anhydrous	Compound	HES1	mRNA	0	1	12213820	Ananalysis with high density oligonucleotide microarrays identified >100glucose-regulated genes. We found among others immediately up-regulated genes encoding transcriptional regulators TIEG1, VDUP1, and HES1, in addition to cooperatively regulated genes that are associated with cholesterol biosynthesisand cell cycle.
57508	18375	 5731	D-Glucose, anhydrous	Compound	ACOX1	mRNA	0	-1	10967113	Chronic elevated glucose reduces the expression levels of the PPAR target genes, uncoupling protein 2 and acyl-CoA oxidase
61787	18375	 1730	D-Glucose, anhydrous	Compound	KLF10	mRNA	1	1	12213820	Ananalysis with high density oligonucleotide microarrays identified >100glucose-regulated genes. We found among others immediately up-regulated genes encoding transcriptional regulators TIEG1, VDUP1, and HES1, in addition to cooperatively regulated genes that are associated with cholesterol biosynthesisand cell cycle.
62382	18375	 5774	D-Glucose, anhydrous	Compound	Slc8a1	mRNA	0	1	12682074	Glucose (11.1 and 22.2 mm) induced a parallel decrease in PMCA transcription, expression, and activity. In contrast the sugar induced a parallel increase in NCX transcription, expression, and activity.
64433	18375	19975	D-Glucose, anhydrous	Compound	ELOVL2	mRNA	0	1	12482854	Lipogenesis is hormonally regulated by insulin, and the ability of this hormone to stimulate lipogenesis is mediated by SREPBP-1c. Only the initial condensation reaction catalyzed by LCE is regulated by insulin The mRNA levels of the identified genes responsible for these reactions follow a similar pattern of regulation. The condensing enzyme, LCE, is suppressed in livers of fasted mice and increased in livers from mice that were fasted (low insulin) and refed a high carbohydrate diet(high insulin).
